Unnamed: 0,Crisis,Year,Type of Crisis,Full Date
1902,"Greece – November 2011 – After intense criticism from within his own party, the opposition and other EU governments, for his proposal to hold a referendum on the austerity and bailout measures, PM George Papandreou of the PASOK party announced his resignation in favour of a national unity government between three parties, of which only two currently remain in the coalition.[166] Following the vote in the Greek parliament on the austerity and bailout measures, which both leading parties supported but many MPs of these two parties voted against, Papandreou and Antonis Samaras expelled a total of 44 MPs from their respective parliamentary groups, leading to PASOK losing its parliamentary majority.[167] The early Greek legislative election, 2012 were the first time in the history of the country, at which the bipartisanship (consisted of PASOK and New Democracy parties), which ruled the country for over 40 years, collapsed in votes as a punishment for their support to the strict measures proposed by the country's foreign lenders and the Troika (consisted of the European Commission, the IMF and the European Central Bank). The popularity of PASOK dropped from 42.5% in 2010 to as low as 7% in some polls in 2012.[168] The radical right-wing, extreme left-wing, communist and populist political parties that have opposed the policy of strict measures, won the majority of the votes.",2011,Europe,
1903,"The 40th Canadian Parliament was dissolved in March 2011, after a no-confidence vote that found Stephen Harper's government to be in contempt of Parliament. In the federal election, the Conservatives won a majority government. During his third term, Harper withdrew Canada from the Kyoto Protocol, launched Operation Impact in opposition to ISIL, repealed the long-gun registry, passed the Anti-terrorism Act, 2015, launched Canada's Global Markets Action Plan and grappled with controversies surrounding the Canadian Senate expenses scandal and the Robocall scandal.",2011,Canada,
1904,"A gunman kills 12 and injures 70 at a movie theater in Aurora, Colorado.[5]",2012,Gun Violence,
1905,"U.S. presidential election, 2012: Barack Obama reelected president, Joe Biden reelected vice president.[6]",2012,Politics,
1906,"A gunman kills 26, including 20 children, at the Sandy Hook Elementary School in Newtown, Connecticut.[7]",2012,Gun Violence,
1907,Hurricane Sandy strikes the Eastern Seaboard.,2012,Natural Disaster,
1908,"Gulargate was a 2012–2013 political corruption scandal in Azerbaijan involving civil servants and government officials of various levels, serving in positions as high as the National Assembly of Azerbaijan and the Presidential Administration. It flared up on 25 September 2012 after Azerbaijani lawyer and former university rector Elshad Abdullayev posted a hidden camera video on YouTube showing his meeting with Member of Parliament Gular Ahmadova negotiating a bribe to secure a seat in the National Assembly for Abdullayev in the 2005 parliamentary election. The scandal widened after a series of similar videos involving other officials and other cases of corruption were posted by Abdullayev at later dates, followed by sackings, arrests and deaths of some of those who appeared in the videos.[47]",2012,Europe,
1909,"The Bangladesh Army reported a failed coup d'état was supposed to take place in January 2012 by rogue military officers and expatriate but was stopped by the Bangladesh army in December 2011.[48][49][50] The coup attempt had apparently been planned over several weeks or months with support of religious fanatics outside of Bangladesh.[51] Military sources said that up to 16 hard-line Islamist officers were involved in the coup, with some of them being detained.[52]",2012,Asia,
1910,"Xi Jinping succeeded Hu Jintao as General Secretary of the Chinese Communist Party and became the paramount leader of China on November 15, 2012. He immediately began an anti-corruption campaign, in which more than 100,000 individuals were indicted, including senior leader Zhou Yongkang.[89] There have been claims of political motives behind the campaign.[90]",2012,Asia,
1911,"Aung San Suu Kyi's party, the National League for Democracy, participated in by-elections held on 1 April 2012 after the government abolished laws that led to the NLD's boycott of the 2010 general election. She led the NLD in winning the by-elections in a landslide, winning 41 out of 44 of the contested seats, with Aung San Suu Kyi herself winning a seat representing Kawhmu Constituency in the lower house of the Myanmar Parliament. General elections were held on 8 November 2015, with the National League for Democracy winning a supermajority of seats in the combined national parliament.[133]",2012,Asia,
1912,"The Arab Spring was a series of anti-government protests, uprisings, and armed rebellions that spread across much of the Arab world in the early 2010s. It began in response to corruption and economic stagnation and was influenced by the Tunisian Revolution.[145][146] From Tunisia, the protests then spread to five other countries: Libya, Egypt, Yemen, Syria, and Bahrain, where either the ruler was deposed (Zine El Abidine Ben Ali, Muammar Gaddafi, Hosni Mubarak, and Ali Abdullah Saleh) or major uprisings and social violence occurred including riots, civil wars, or insurgencies. Sustained street demonstrations took place in Morocco, Iraq, Algeria, Iranian Khuzestan,[citation needed] Lebanon, Jordan, Kuwait, Oman, and Sudan. Minor protests took place in Djibouti, Mauritania, Palestine, Saudi Arabia, and the Moroccan-occupied Western Sahara.[147] A major slogan of the demonstrators in the Arab world is ash-shaʻb yurīd isqāṭ an-niẓām! (""the people want to bring down the regime"").",2012,Middle East,
